	target_text	input_text	prefix
10921	How long was Hall in office?	[Event Duration] They also argued that Hall's litigious style hampered their ability to garner funds from Congress.	ask_question
10189	How many times per week is the approach used?	[Frequency] This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.	ask_question
3117	How often do you build campfires?	[Frequency] If you build a campfire, you start with a large stack of sticks and logs.	ask_question
5157	How often do the congressional committees convene?	[Frequency] He said that Oliver North of Iran-Contra notoriety thought he had erased his computer but that the information was later retrieved for congressional committees to read.	ask_question
11049	What time did she meet with the stranger?	[Typical Time] Lucrezia is an honorable woman and does not at first agree to meet with the stranger .	ask_question
2822	How often did the pirates collect a tribute?	[Frequency] He also had orang laut pirates patrolling the seas to extort tribute from passing ships.	ask_question
576	For how long do they feel they are forced to stay?	"[Event Duration] Because then they feel like they are forced to stay in that situation."""	ask_question
9236	When did the postwar period end?	[Typical Time] The postwar period began, however, with millions of displaced people homeless and starving.	ask_question
7851	How long did the trip take?	[Event Duration] One day, Kevin traveled from his home in the United States of America to Erin's house in England.	ask_question
7354	At what time did Gonzo visit the massage parlor?	[Typical Time] Gonzo treated himself to a massage today to try to work out all of his stuntman kinks.	ask_question
6515	What happens after Johnson arrives at the court?	[Event Ordering] Johnson is a justice on California's Second District Court of Appeal.	ask_question
8982	How many cases does she work on a month?	[Frequency] Upon graduation in 1975, she entered private law practice in Oxford, joining NMRLS in 1978.	ask_question
4208	What time did Philip's troops start moving?	[Typical Time] Having damaged the enemy's cohesion, Philip ordered his troops to press forward and quickly routed them.	ask_question
7992	What happened before the thwarted Mongol invasion?	[Event Ordering] A thwarted Mongol invasion in 1274 weakened the Kamakura regime.	ask_question
6032	Is the Hoover Dam still open?	[Stationarity] The hordes of people who attended Hoover Dam's 1935 dedication set the city's now-formidable public relations machine into action.	ask_question
3784	What happened after the planes would land.	[Event Ordering] They first traveled by plane around Europe, where they saw many different people and sights.	ask_question
11311	How often does Clinton visit Pakistan?	[Frequency] But President Clinton insisted on including Pakistan in the itinerary for his trip to South Asia.	ask_question
523	What did Safti do after falling in love with Edwina?	[Event Ordering] Safti admits his love for Edwina to Lord Esketh , who is now sympathetic toward this good man's plight .	ask_question
3764	When did the aliens kill Joe?	[Typical Time] During a blackout , the house is attacked by aliens , who had previously killed Joe and abducted Iris .	ask_question
10014	What time did the jets attack Yonggary?	[Typical Time] Yonggary is then sent to the city and does some damage , where some jets attack him .	ask_question
1675	What happens after Juzo accepts Nozomi's son?	[Event Ordering] Meanwhile Akai's wife , Nozomi , attempts to make friends with Juzo and entrusting the care of her toddler son to Juzo .	ask_question
9992	How often does Pushkin speak at events?	[Frequency] Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.	ask_question
13109	How often are the big Norman posters requested?	[Frequency] There are many haras (breeding stables) in the neighbourhood, and the big Norman posters are much in demand.	ask_question
10918	How long was Hall in office?	[Event Duration] They also argued that Hall's litigious style hampered their ability to garner funds from Congress.	ask_question
3246	How often does the death toll rise?	[Frequency] The official death toll has reached 114 -- including 66 women, 28 children and 20 men, the ministry said.	ask_question
1802	How often does the group move?	[Frequency] They practiced a slash-and-burn agriculture of yams and millet, a technique that exhausted the soil and imposed a semi-nomadic existence from one jungle clearing to another.	ask_question
5792	How often does she earn promotions?	[Frequency] Since then, she has earned promotions from managing attorney, senior attorney, then director of the Council on Aging project.	ask_question
312	For how long was the organization losing staff?	[Event Duration] The organization has already lost some staff through attrition and has turned away some cases, she said.	ask_question
4098	What happened after the transition?	[Event Ordering] There has been a transition and [the clinic] has helped to fill some void, said Deni Butler, administrator for the Eastern District Superior Court.	ask_question
440	What happened after the record was established?	[Event Ordering] This is an astonishing new record for a coin, he said.	ask_question
352	Were the families still powerful 100 years later?	[Stationarity] The most powerful families thus carved out for themselves whole regions that were to become the fiefdoms of Japanese feudalism.	ask_question
10640	What happens after the mindwipe takes its creation?	[Event Ordering] The mindwipe will take its creation from my future self --but time too often does that without aid.	ask_question
